SID,Full_Date,agreeableness_Compassion,agreeableness_Respectfulness,agreeableness_Trust,conscientiousness_Organization,conscientiousness_Productiveness,conscientiousness_Responsibility,extraversion_Assertiveness,extraversion_Energy Level,extraversion_Sociability,neuroticism_Anxiety,neuroticism_Depression,neuroticism_Emotional Volatility,openness_Aesthetic Sensitivity,openness_Creative Imagination,openness_Intellectual Curiosity,all_beeps
03,2018-10-28 20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
03,2018-10-29 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
03,2018-10-29 4:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
03,2018-10-29 8:29,NA,3,3,4,4,NA,3,NA,2,3.5,3.5,NA,3,3,NA,45
03,2018-10-29 10:24,NA,NA,3,NA,4,4,4,NA,4,3,2.5,NA,NA,3,3,46
03,2018-10-29 14:07,3,NA,4,NA,2,4,3,3,NA,3,2.6666666666666665,NA,2,3,NA,47
03,2018-10-29 16:52,NA,4,NA,3,NA,3,NA,NA,2,3.5,2.5,NA,2,2,NA,48
03,2018-10-29 20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
03,2018-10-30 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
03,2018-10-30 4:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
03,2018-10-30 11:51,NA,4,3,4,NA,4,3,NA,4,2.5,2.5,NA,NA,3,3,52
03,2018-10-30 12:05,NA,3,3,NA,4,NA,2.5,NA,NA,2,2.5,NA,NA,3,NA,53
03,2018-10-30 16:01,NA,3,4,2,2,NA,3,NA,2,3,3.5,2,NA,3,3,54
03,2018-10-30 20:02,NA,3,NA,4,4,NA,NA,NA,2,2,3,3,3,NA,3,55
03,2018-10-31 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
03,2018-10-31 4:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57
03,2018-10-31 8:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
03,2018-10-31 12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
03,2018-10-31 16:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
03,2018-10-31 20:19,3,NA,3,NA,3,4,3,3,NA,3,3,3,3,NA,2,61
03,2018-11-01 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
03,2018-11-01 4:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
03,2018-11-01 8:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
03,2018-11-01 14:35,3,NA,NA,NA,2,3,2,2,NA,3,3,3,NA,3,NA,65
03,2018-11-01 16:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
03,2018-11-01 20:32,4,3,NA,4,4,NA,NA,2.5,NA,2.5,2.5,NA,3,NA,3,67
03,2018-11-02 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68
03,2018-11-02 4:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
03,2018-11-02 8:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
03,2018-11-02 13:01,3,4,NA,2,NA,4,2,NA,NA,2.6666666666666665,4,NA,3,2,NA,71
03,2018-11-02 16:03,4,NA,4,NA,NA,4,NA,3,NA,3.3333333333333335,3,NA,NA,3,3,72
03,2018-11-02 20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
03,2018-11-03 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
03,2018-11-03 4:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
03,2018-11-03 9:34,NA,3,3,3,NA,3,NA,3,3,3,4,3,NA,3,NA,76
03,2018-11-03 13:35,NA,3.6666666666666665,NA,4,NA,4,NA,NA,2.5,3.5,3,NA,NA,NA,3,77
03,2018-11-03 19:09,NA,3,NA,3,NA,3,3,2,NA,2.3333333333333335,NA,NA,NA,3,NA,78
03,2018-11-03 20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
03,2018-11-04 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
03,2018-11-04 1:12,3,4,NA,4,2,NA,3,3,NA,3,3.3333333333333335,NA,3,NA,NA,81
03,2018-11-04 4:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
03,2018-11-04 11:23,NA,4,4,NA,2,3,3,3,NA,2.5,4,3,NA,3,3,83
03,2018-11-04 12:55,3,3,NA,NA,2.5,NA,3,NA,4,3,3,NA,3,NA,3,84
03,2018-11-04 17:01,NA,NA,3,NA,4,2,3,NA,3,3,4,3,3,NA,4,85
03,2018-11-04 21:37,NA,4,2,NA,4,5,NA,NA,3,2,4,3,NA,NA,2,86
03,2018-11-05 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
03,2018-11-05 4:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
03,2018-11-05 11:19,2,NA,3,NA,4,2,4,4,NA,3,3.3333333333333335,NA,3,NA,3,89
03,2018-11-05 12:19,3,3,NA,NA,NA,3,3,NA,NA,3,3,NA,3,3,NA,90
03,2018-11-05 19:05,3.3333333333333335,NA,NA,NA,2,3,NA,NA,3.5,3,2.5,2,3,NA,3,91
03,2018-11-05 20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92
03,2018-11-06 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93
03,2018-11-06 4:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94
05,2018-10-22 11:32,5,NA,4,3,2,NA,4,NA,NA,1.3333333333333333,2,NA,NA,NA,4.5,1
05,2018-10-22 15:23,3.6666666666666665,NA,NA,NA,NA,4.5,5,5,NA,1,1,NA,4,NA,4,2
05,2018-10-22 20:01,NA,3.6666666666666665,NA,5,5,NA,5,4,NA,1.5,1,NA,3,NA,2,3
05,2018-10-22 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
05,2018-10-23 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
05,2018-10-23 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
05,2018-10-23 11:36,5,3,NA,5,5,NA,NA,1.5,NA,1.5,1,1,NA,3,1,7
05,2018-10-23 15:23,NA,5,4,5,NA,5,NA,4,5,1,1.5,1,3,NA,3,8
05,2018-10-23 19:28,5,3,NA,5,NA,5,5,NA,5,1,1.3333333333333333,NA,1,NA,5,9
05,2018-10-23 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
05,2018-10-24 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
05,2018-10-24 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
05,2018-10-24 11:23,4,5,NA,5,5,NA,3,4,NA,2,3,1,NA,3,NA,13
05,2018-10-24 15:23,4,3,NA,NA,1,3,NA,2,NA,1.5,1,1,1.5,NA,NA,14
05,2018-10-24 19:36,5,NA,5,5,NA,5,3,4,NA,1,1,1.5,NA,5,3,15
05,2018-10-24 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
05,2018-10-25 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
05,2018-10-25 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
05,2018-10-25 11:31,5,NA,4,5,5,NA,NA,NA,4.5,1,1,1,2,NA,3,19
05,2018-10-25 15:38,NA,5,4,NA,1.5,NA,4,NA,NA,2,1,1,3,3,NA,20
05,2018-10-25 19:34,NA,3,5,5,NA,5,NA,4,NA,1.5,1,1,2,NA,NA,21
05,2018-10-25 23:43,5,5,NA,NA,5,NA,3,NA,3,2,1,NA,3,3,NA,22
05,2018-10-26 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
05,2018-10-26 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
05,2018-10-26 11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
05,2018-10-26 15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
05,2018-10-26 19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
05,2018-10-26 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
05,2018-10-27 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
05,2018-10-27 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
05,2018-10-27 11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
05,2018-10-27 15:27,5,5,NA,NA,5,5,NA,2,4,1,1.6666666666666667,NA,3,3,NA,32
05,2018-10-27 20:20,NA,NA,4,NA,NA,5,NA,4,5,2.3333333333333335,1,NA,3,NA,4,33
05,2018-10-27 23:28,5,NA,3,NA,4,1,3,NA,5,1,1,1,3,NA,NA,34
05,2018-10-28 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
05,2018-10-28 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
05,2018-10-28 11:27,NA,5,4,5,NA,1,NA,4,NA,2,1,1,4,4,NA,37
05,2018-10-28 16:02,NA,NA,5,4,NA,4,5,3,NA,1,1,NA,4,NA,3,38
05,2018-10-28 19:29,NA,5,5,NA,4,NA,2.5,NA,NA,2,1,1,3,NA,4,39
05,2018-10-28 23:41,NA,NA,4,4,NA,NA,3,NA,NA,3.5,2,NA,3,NA,5,40
05,2018-10-29 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
05,2018-10-29 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
05,2018-10-29 12:08,4.333333333333333,NA,NA,NA,4,5,1,3,NA,3,1.5,3,2.5,NA,NA,43
05,2018-10-29 16:03,NA,3,3,4,5,NA,NA,3,5,1,1.5,1,NA,3,3,44
05,2018-10-29 19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
05,2018-10-29 23:08,3.6666666666666665,NA,NA,5,NA,5,4.5,NA,NA,1.5,1.5,NA,NA,3.5,NA,46
05,2018-10-30 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
05,2018-10-30 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
05,2018-10-30 11:07,5,NA,3,NA,2,5,NA,4,5,3.5,1,NA,3,NA,4,49
05,2018-10-30 15:02,5,5,NA,4,NA,NA,4,NA,5,2,1.5,NA,NA,1,4,50
05,2018-10-30 19:01,3,5,NA,5,NA,4,3,NA,4,2,1,1,NA,5,3,51
05,2018-10-30 23:01,5,NA,3,NA,3,NA,NA,4,5,2,1,1,NA,NA,5,52
05,2018-10-31 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
05,2018-10-31 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
05,2018-10-31 11:06,NA,4,4,5,2,NA,4,NA,5,1,1.5,NA,2,5,NA,55
05,2018-10-31 15:02,5,NA,5,5,NA,NA,3.5,NA,NA,1,1.5,NA,4,NA,3,56
05,2018-10-31 19:33,5,3,NA,NA,4.5,NA,5,NA,5,1,1,1.5,3,NA,NA,57
05,2018-10-31 23:01,NA,5,5,5,3,NA,4,4,NA,1.5,1.5,NA,3,NA,3,58
05,2018-11-01 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
05,2018-11-01 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
05,2018-11-01 11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
05,2018-11-01 18:49,NA,5,4,5,5,NA,4,NA,4,1.5,1,1,3,NA,4,62
05,2018-11-01 19:01,NA,5,3,5,NA,NA,4,5,NA,1,1,2,3,NA,3,63
05,2018-11-01 23:01,5,NA,NA,4,4,NA,4,NA,4,1,1.5,1,3,4,NA,64
05,2018-11-02 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
05,2018-11-02 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
05,2018-11-02 11:33,NA,5,3,5,4,NA,4,5,NA,2,2,1,NA,4,4,67
05,2018-11-02 15:56,NA,5,3,5,5,NA,NA,4.5,NA,1,1,2,3.5,NA,NA,68
05,2018-11-02 19:08,NA,NA,4,NA,5,NA,NA,5,5,1,1,1,NA,5,5,69
05,2018-11-02 23:01,NA,NA,4,NA,NA,5,3,5,NA,1,1.5,1,NA,3,4,70
05,2018-11-03 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
05,2018-11-03 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
05,2018-11-03 11:48,NA,5,4,NA,4,5,NA,3,5,2,1,1,NA,3,NA,73
05,2018-11-03 15:17,NA,5,5,NA,3.5,NA,4,NA,4,1,1,1,NA,NA,3.5,74
05,2018-11-03 19:12,5,NA,3,4,NA,5,NA,NA,4.5,1,2.5,1,3,4,NA,75
05,2018-11-03 23:04,NA,NA,4,3,NA,4,3,NA,4,2,2,NA,NA,NA,3.5,76
05,2018-11-04 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
05,2018-11-04 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
05,2018-11-04 11:02,NA,4.333333333333333,NA,3,NA,4,NA,NA,4.5,2,1,1,3,4,NA,79
05,2018-11-04 16:29,5,5,NA,NA,5,NA,5,4,NA,1.6666666666666667,1,NA,3,NA,5,80
05,2018-11-04 19:01,3,5,NA,4,4,NA,NA,4,NA,1,2,NA,2.5,NA,NA,81
05,2018-11-04 23:17,5,5,NA,4,4,NA,4,3,NA,1,1,1,NA,2,4,82
05,2018-11-05 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83
05,2018-11-05 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
05,2018-11-05 11:14,3,NA,4,3,4,NA,4,NA,5,1.5,2,1,3,NA,4,85
05,2018-11-05 15:36,NA,5,4,NA,5,5,NA,5,5,3,1,2,4,4,NA,86
05,2018-11-05 19:16,5,NA,5,5,4,NA,4,4,NA,2,1,1,4,NA,4,87
05,2018-11-05 23:01,3,NA,5,5,NA,NA,NA,5,4,2,1,NA,NA,4,3,88
05,2018-11-06 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89
05,2018-11-06 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
06,2018-10-22 11:34,NA,3,3,NA,NA,3,NA,4,2,2,2,2,NA,2,NA,1
06,2018-10-22 15:38,3,NA,NA,4,NA,4,NA,4,2,4,2,2,2,3,NA,2
06,2018-10-22 19:24,3.3333333333333335,NA,NA,2,NA,2,3,NA,NA,4,2,2,NA,3,NA,3
06,2018-10-22 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
06,2018-10-23 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
06,2018-10-23 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
06,2018-10-23 11:35,4,NA,3,NA,NA,3.5,2,4,NA,4,2,NA,4,NA,4,7
06,2018-10-23 15:25,4,4,NA,4,NA,4,3,NA,4,3.3333333333333335,2,NA,3,NA,3,8
06,2018-10-23 20:45,2,NA,2,2,NA,4,NA,2,2,4,4,NA,NA,NA,2.5,9
06,2018-10-23 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
06,2018-10-24 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
06,2018-10-24 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
06,2018-10-24 11:23,NA,4,NA,NA,3,4,NA,NA,2,4,3,4,2,2,NA,13
06,2018-10-24 15:23,NA,3,4,NA,2,4,NA,4,3,4,2,2,3,NA,NA,14
06,2018-10-24 20:17,NA,3,4,NA,NA,4,NA,4,4,3.3333333333333335,4,NA,4,4,NA,15
06,2018-10-24 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
06,2018-10-25 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
06,2018-10-25 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
06,2018-10-25 12:43,NA,NA,4,4,4,NA,2.5,NA,NA,4,4,NA,NA,2,NA,19
06,2018-10-25 16:10,4,NA,4,4,4,NA,2,NA,4,4,4,2,NA,4,4,20
06,2018-10-25 19:39,NA,4,NA,2,NA,4,NA,3,4,4,3.5,4,4,NA,NA,21
06,2018-10-25 23:44,NA,4,4,NA,3,4,NA,2,NA,4,3,4,NA,NA,3.5,22
06,2018-10-26 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
06,2018-10-26 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
06,2018-10-26 11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
06,2018-10-26 15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
06,2018-10-26 19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
06,2018-10-26 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
06,2018-10-27 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
06,2018-10-27 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
06,2018-10-27 11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
06,2018-10-27 15:36,3,NA,4,NA,2,4,2,2,NA,2.5,2.5,NA,NA,NA,2.5,32
06,2018-10-27 19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
06,2018-10-27 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
06,2018-10-28 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
06,2018-10-28 3:09,3.5,NA,NA,NA,4,4,4,4,NA,2,2,NA,NA,3,3,36
06,2018-10-28 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
06,2018-10-28 11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
06,2018-10-28 17:21,NA,3,3,2,NA,4,2,4,NA,2,1.6666666666666667,NA,3,NA,4,39
06,2018-10-28 19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
06,2018-10-28 23:44,4,4,NA,3,NA,3,3,NA,4,2,2.5,2,NA,3,NA,41
06,2018-10-29 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
06,2018-10-29 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
06,2018-10-29 11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
06,2018-10-29 15:58,4,NA,3,NA,4,NA,3,4,NA,2,2,2,3,3,NA,45
06,2018-10-29 19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
06,2018-10-29 23:01,4,NA,3,3,NA,4,NA,4,NA,2,2,2,2,4,NA,47
06,2018-10-30 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
06,2018-10-30 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
06,2018-10-30 11:13,NA,NA,3,3,3,NA,3,NA,4,2,2,2,NA,NA,3,50
06,2018-10-30 15:02,NA,3,NA,3,3,NA,3,3,NA,2,2,NA,NA,3,2,51
06,2018-10-30 19:16,3.5,NA,NA,2,2,NA,2.5,NA,NA,2,2,2,NA,2.5,NA,52
06,2018-10-30 23:03,3,3,NA,NA,2,NA,3,2,NA,4,4,4,3,NA,4,53
06,2018-10-31 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
06,2018-10-31 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
06,2018-10-31 13:17,3,4,NA,NA,4,2,NA,2,2,3,2,NA,3,2,NA,56
06,2018-10-31 15:07,4,NA,NA,4,NA,4,3,NA,NA,2,2,NA,3,NA,2,57
06,2018-10-31 19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
06,2018-10-31 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
06,2018-11-01 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
06,2018-11-01 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
06,2018-11-01 13:44,NA,3,4,4,4,NA,NA,4,2,3,2,NA,3,4,NA,62
06,2018-11-01 15:45,3,3,NA,NA,2,NA,3,NA,2,2,2,2,NA,3,2,63
06,2018-11-01 19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
06,2018-11-01 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
06,2018-11-02 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
06,2018-11-02 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
06,2018-11-02 12:34,3,NA,NA,2,NA,2,NA,2.5,NA,3,2,2,NA,2.5,NA,68
06,2018-11-02 15:01,4,4,NA,3.5,NA,NA,NA,4,NA,2,2,NA,4,NA,3,69
06,2018-11-02 19:09,4,NA,NA,4,NA,4,NA,3,3,2,2,2,3,3,NA,70
06,2018-11-02 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
06,2018-11-03 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
06,2018-11-03 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
06,2018-11-03 11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
06,2018-11-03 15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
06,2018-11-03 19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
06,2018-11-03 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
06,2018-11-04 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
06,2018-11-04 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
06,2018-11-04 11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
06,2018-11-04 15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
06,2018-11-04 19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
06,2018-11-04 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83
06,2018-11-05 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
06,2018-11-05 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85
06,2018-11-05 12:06,3,NA,3,NA,2,4,4,NA,4,4,2,2,4,4,NA,86
06,2018-11-05 15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
06,2018-11-05 19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
06,2018-11-05 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89
06,2018-11-06 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
06,2018-11-06 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91
07,2018-10-22 13:46,5,NA,2,4,NA,4,NA,4,2,2,3.5,4,NA,4,3,1
07,2018-10-22 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
07,2018-10-22 21:23,NA,4,3,5,NA,5,NA,3.5,NA,3,3,1,3,NA,5,3
07,2018-10-23 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
07,2018-10-23 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
07,2018-10-23 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
07,2018-10-23 13:24,NA,5,3,5,NA,3,4,2,NA,4,2,2,3,NA,2,7
